variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,O15R_wr_mean,O15R_wr_std,O15R_n_mean,O15R_worst_streak,O15R_best_streak,O15R_nm_mult_mean,O15R_nm_mult_min,O15R_nm_ruin,O15R_nm_streak,O15R_safe_mult_mean,O15R_safe_mult_min,O15R_safe_ruin,O15R_safe_streak,O15R_safe_dbl,O15R_score,U35R_wr_mean,U35R_wr_std,U35R_n_mean,U35R_worst_streak,U35R_best_streak,U35R_nm_mult_mean,U35R_nm_mult_min,U35R_nm_ruin,U35R_nm_streak,U35R_safe_mult_mean,U35R_safe_mult_min,U35R_safe_ruin,U35R_safe_streak,U35R_safe_dbl,U35R_score,O25R_wr_mean,O25R_wr_std,O25R_n_mean,O25R_worst_streak,O25R_best_streak,O25R_nm_mult_mean,O25R_nm_mult_min,O25R_nm_ruin,O25R_nm_streak,O25R_safe_mult_mean,O25R_safe_mult_min,O25R_safe_ruin,O25R_safe_streak,O25R_safe_dbl,O25R_score,O15SR_wr_mean,O15SR_wr_std,O15SR_n_mean,O15SR_worst_streak,O15SR_best_streak,O15SR_nm_mult_mean,O15SR_nm_mult_min,O15SR_nm_ruin,O15SR_nm_streak,O15SR_safe_mult_mean,O15SR_safe_mult_min,O15SR_safe_ruin,O15SR_safe_streak,O15SR_safe_dbl,O15SR_score,U35SR_wr_mean,U35SR_wr_std,U35SR_n_mean,U35SR_worst_streak,U35SR_best_streak,U35SR_nm_mult_mean,U35SR_nm_mult_min,U35SR_nm_ruin,U35SR_nm_streak,U35SR_safe_mult_mean,U35SR_safe_mult_min,U35SR_safe_ruin,U35SR_safe_streak,U35SR_safe_dbl,U35SR_score,O25SR_wr_mean,O25SR_wr_std,O25SR_n_mean,O25SR_worst_streak,O25SR_best_streak,O25SR_nm_mult_mean,O25SR_nm_mult_min,O25SR_nm_ruin,O25SR_nm_streak,O25SR_safe_mult_mean,O25SR_safe_mult_min,O25SR_safe_ruin,O25SR_safe_streak,O25SR_safe_dbl,O25SR_score,total_safe_mult,total_n
15817,2.6,1.4,0.5,15,4,2,5,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5712,0.0772,20.06,2.52,3.74,2.3794,0.0,8.0,2.48,2.503,0.0,4.0,2.48,0.86,1.3829,0.6221,0.2856,3.14,1.04,1.5,1.196,0.0,2.0,1.04,1.196,0.0,2.0,1.04,0,0.7646,1.0,0.0,3.14,0,3.14,1.254,1.073,0.0,0,1.254,1.073,0.0,0,0,0.927,0.3902,0.0858,22.46,5.58,2.8,1.2881,0.0,78.0,4.02,2.2471,0.0,40.0,4.06,0.94,0.8406,0.145,0.2433,2.02,1.48,0.4,0.9321,0.0,4.0,1.48,0.9321,0.0,4.0,1.48,0,0.4696,0.3381,0.2129,4.3,1.98,1.1,1.3736,0.0,4.0,1.98,1.3989,0.0,4.0,1.98,0.12,0.7609,9.5311,54
9929,2.2,1.8,0.5,12,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5837,0.0705,22.7,2.66,4.4,2.791,0.0,8.0,2.64,2.6822,0.0,4.0,2.64,1.04,1.4762,0.7498,0.1681,4.84,1.04,2.7,1.3773,0.993,0.0,1.04,1.3773,0.993,0.0,1.04,0,0.9136,0.7,0.4629,1.08,0,1.08,1.1605,1.0,0.0,0,1.1605,1.0,0.0,0,0,0.7903,0.4785,0.0712,26.44,4.82,4.28,0.9364,0.0,76.0,3.9,1.7799,0.0,46.0,3.92,0.78,0.5735,0.3627,0.3432,2.82,1.6,0.98,1.0079,0.0,4.0,1.58,1.0079,0.0,4.0,1.58,0,0.5728,0.4397,0.1636,4.94,1.74,1.38,1.3051,0.0,2.0,1.74,1.3095,0.0,2.0,1.74,0.02,0.7667,9.3173,59
14788,2.4,2.0,0.5,12,4,2,3,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.472,0.0681,20.22,3.82,3.02,1.9088,0.0,42.0,3.38,1.7681,0.0,42.0,3.38,0.62,0.6057,0.7246,0.2289,3.76,1,2.16,1.2529,0.0,2.0,1,1.2529,0.0,2.0,1,0,0.8238,0.6,0.4949,0.88,0,0.88,1.1332,1.0,0.0,0,1.1332,1.0,0.0,0,0,0.7466,0.4181,0.0569,24.78,5.42,3.08,0.4176,0.0,80.0,4.12,1.8318,0.0,40.0,4.12,0.82,0.6413,0.399,0.3845,2.08,1.08,0.84,1.0601,0.0,2.0,1.08,1.0601,0.0,2.0,1.08,0,0.6298,0.3704,0.1826,4.32,1.88,1.02,1.2919,0.0,4.0,1.86,1.3092,0.0,4.0,1.86,0.06,0.7257,8.3553,53
9011,2.2,1.6,0.5,15,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.6,0.0731,23.48,2.74,4.48,2.6997,0.0,20.0,2.68,2.4693,0.0,18.0,2.68,0.92,1.2347,0.605,0.1992,4.6,1.34,2.32,1.3198,0.712,0.0,1.34,1.3198,0.712,0.0,1.34,0,0.8414,1.0,0.0,2.32,0,2.32,1.1959,1.045,0.0,0,1.1959,1.045,0.0,0,0,0.898,0.4725,0.0735,25.42,5.08,4.14,0.8923,0.0,72.0,3.92,1.3583,0.0,50.0,3.94,0.6,0.3209,0.363,0.3039,2.64,1.5,0.92,0.9877,0.0,6.0,1.46,0.9877,0.0,6.0,1.46,0,0.5428,0.4407,0.2094,5.18,1.82,1.34,1.3007,0.0,6.0,1.78,1.3086,0.0,6.0,1.78,0.04,0.7265,8.6396,61
16085,2.6,1.4,0.6,12,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.6043,0.0571,21.58,2.8,5.38,2.3708,0.0,4.0,2.8,2.5157,0.0,2.0,2.8,0.9,1.4191,0.7855,0.1841,5.08,0.9,3.1,1.3704,0.658,0.0,0.9,1.3704,0.658,0.0,0.9,0,0.9208,1.0,0.0,3.08,0,3.08,1.2069,1.073,0.0,0,1.2069,1.073,0.0,0,0,0.9035,0.483,0.0495,26.56,4.94,4.02,2.0286,0.0,58.0,4.08,1.9968,0.0,44.0,4.06,0.84,0.7033,0.263,0.3417,1.68,1.12,0.48,0.9921,0.533,0.0,1.12,0.9921,0.533,0.0,1.12,0,0.5749,0.3564,0.2011,4.12,2.16,1.14,1.2775,0.0,8.0,2.14,1.3053,0.0,8.0,2.14,0.1,0.6796,9.3872,60
18083,2.6,1.8,0.6,15,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5519,0.0717,20.64,2.82,4.4,2.5136,0.0,18.0,2.82,2.5057,0.0,12.0,2.82,0.92,1.2984,0.7194,0.2193,3.6,0.8,2.12,1.3783,0.941,0.0,0.8,1.3783,0.941,0.0,0.8,0,0.905,0.58,0.4986,0.82,0,0.82,1.1205,1.0,0.0,0,1.1205,1.0,0.0,0,0,0.7343,0.5055,0.0582,25.46,4.36,4.08,2.7505,0.0,50.0,3.8,2.4933,0.0,38.0,3.78,1,1.0183,0.2883,0.3496,1.68,1.06,0.54,0.9925,0.533,0.0,1.06,0.9925,0.533,0.0,1.06,0,0.5827,0.3208,0.1991,3.64,2.14,0.88,1.2662,0.0,2.0,2.14,1.2961,0.0,2.0,2.14,0.1,0.7243,9.7864,52
18023,2.6,1.8,0.6,12,4,1,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5375,0.0756,18.26,2.74,3.54,2.8091,0.0,12.0,2.7,2.6476,0.0,12.0,2.7,0.96,1.3651,0.6749,0.2259,3.58,1.04,2.06,1.3665,1.086,0.0,1.04,1.3665,1.086,0.0,1.04,0,0.8857,0.66,0.4785,0.84,0,0.84,1.1219,1.0,0.0,0,1.1219,1.0,0.0,0,0,0.759,0.4371,0.0777,22.94,4.3,2.74,1.9586,0.0,58.0,3.86,2.1673,0.0,42.0,3.82,0.94,0.7948,0.303,0.3968,1.66,1.1,0.5,0.9626,0.0,6.0,1.1,0.9626,0.0,6.0,1.1,0,0.5122,0.2963,0.2131,3.34,2.1,0.8,1.2568,0.0,4.0,2.1,1.2934,0.0,4.0,2.1,0.14,0.6956,9.5593,47
8039,2.2,1.4,0.5,15,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.6091,0.0647,23.6,2.74,5.26,2.593,0.0,14.0,2.74,2.5593,0.0,10.0,2.74,0.94,1.3624,0.6511,0.1685,4.96,1.14,2.28,1.3558,0.645,0.0,1.14,1.3558,0.645,0.0,1.14,0,0.8732,1.0,0.0,3.26,0,3.26,1.2244,1.073,0.0,0,1.2244,1.073,0.0,0,0,0.9122,0.4799,0.068,24.96,4.98,4.3,1.0866,0.0,72.0,3.92,1.7017,0.0,48.0,3.9,0.76,0.5148,0.3483,0.3646,2.3,1.32,0.76,0.9686,0.0,2.0,1.3,0.9686,0.0,2.0,1.3,0,0.5688,0.3893,0.1909,4.56,1.84,1.24,1.279,0.722,0.0,1.84,1.2892,0.722,0.0,1.84,0.04,0.7614,9.099,60
11872,2.4,1.4,0.5,12,4,2,3,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5687,0.0667,23.02,3.64,5.3,1.4992,0.0,32.0,3.32,1.4513,0.0,30.0,3.32,0.5,0.5963,0.7647,0.2113,4.32,1.04,2.72,1.2363,0.0,2.0,1.02,1.2363,0.0,2.0,1.02,0,0.8276,1.0,0.0,2.96,0,2.96,1.1869,1.073,0.0,0,1.1869,1.073,0.0,0,0,0.8935,0.4436,0.0614,25.66,5.7,4.02,0.4074,0.0,90.0,4.08,2.2852,0.0,30.0,4.24,1.06,0.9757,0.2753,0.3373,2.1,1.36,0.56,0.9346,0.0,0.0,1.36,0.9346,0.0,0.0,1.36,0,0.5499,0.373,0.1908,4.26,1.94,1.22,1.2759,0.0,4.0,1.94,1.2842,0.0,4.0,1.94,0.04,0.714,8.3785,60
8095,2.2,1.4,0.5,18,4,2,5,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5493,0.0701,20.66,2.46,3.44,2.576,0.0,8.0,2.46,2.4807,0.0,8.0,2.46,0.86,1.3251,0.6237,0.2635,3.98,1.18,1.98,1.2218,0.0,2.0,1.18,1.2218,0.0,2.0,1.18,0,0.778,1.0,0.0,3.06,0,3.06,1.2373,1.073,0.0,0,1.2373,1.073,0.0,0,0,0.9186,0.4392,0.0921,23.44,4.6,3.14,1.1832,0.0,60.0,3.9,1.321,0.0,48.0,3.9,0.62,0.3123,0.3477,0.328,3.02,1.78,0.88,0.9356,0.0,12.0,1.74,0.9356,0.0,12.0,1.74,0,0.4521,0.3766,0.1961,4.82,2.16,1.24,1.2664,0.0,6.0,2.16,1.2838,0.0,6.0,2.16,0.08,0.6949,8.4802,56
18081,2.6,1.8,0.6,15,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5763,0.0666,20.44,2.32,4.54,3.3727,0.0,4.0,2.3,3.1846,1.025,0.0,2.32,1.14,1.7652,0.6157,0.2248,2.86,1.02,1.58,1.2823,0.932,0.0,1.02,1.2823,0.932,0.0,1.02,0,0.8259,0.56,0.5014,0.74,0,0.74,1.1107,1.0,0.0,0,1.1107,1.0,0.0,0,0,0.7234,0.4561,0.0646,25.22,4.86,4,1.8947,0.0,72.0,4.02,1.9224,0.0,52.0,4.02,0.82,0.578,0.318,0.3885,1.8,1.18,0.56,0.9971,0.533,0.0,1.18,0.9971,0.533,0.0,1.18,0,0.5939,0.3822,0.1823,4.42,2.18,1.26,1.2616,0.0,6.0,2.18,1.2787,0.0,6.0,2.18,0.1,0.694,9.7758,52
8363,2.2,1.4,0.6,15,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.6188,0.063,23.68,2.5,5.8,2.9683,0.0,8.0,2.46,2.7795,0.0,6.0,2.46,0.96,1.5154,0.709,0.2165,5,1.16,2.82,1.3752,0.698,0.0,1.16,1.3752,0.698,0.0,1.16,0,0.9003,1.0,0.0,3.24,0,3.24,1.2277,1.073,0.0,0,1.2277,1.073,0.0,0,0,0.9139,0.5349,0.0644,26.48,4.36,4.48,2.0645,0.0,54.0,3.7,1.9459,0.0,44.0,3.7,0.86,0.6934,0.256,0.2853,2.32,1.48,0.66,0.9547,0.0,2.0,1.48,0.9547,0.0,2.0,1.48,0,0.5342,0.4003,0.2019,4.18,2.1,1.2,1.2657,0.0,4.0,2.1,1.2749,0.0,4.0,2.1,0.04,0.7175,9.5579,63
4205,2.0,1.4,0.5,18,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5715,0.0668,22.3,2.78,4.28,2.2509,0.0,10.0,2.76,2.3483,0.0,8.0,2.76,0.88,1.2656,0.6324,0.1849,5.44,1.48,2.4,1.3426,0.0,2.0,1.48,1.3426,0.0,2.0,1.48,0,0.841,0.995,0.0354,3.9,0.02,3.88,1.2319,1.027,0.0,0.02,1.2319,1.027,0.0,0.02,0,0.9144,0.5113,0.0674,26.22,4.12,4.28,1.4188,0.0,50.0,3.78,1.6444,0.0,40.0,3.78,0.68,0.5756,0.491,0.3141,2.76,1.26,1.26,1.0771,0.8,0.0,1.26,1.0771,0.8,0.0,1.26,0,0.6858,0.448,0.1934,5.62,2.04,1.56,1.2616,0.0,8.0,2,1.2722,0.0,8.0,2,0.04,0.6905,8.9165,63
17600,2.6,1.8,None,15,4,2,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5306,0.0749,18.34,2.84,3.5,2.6902,0.0,14.0,2.82,2.7321,0.0,4.0,2.8,1.04,1.4852,0.6438,0.2636,3.82,1.12,2.08,1.319,0.693,0.0,1.12,1.319,0.693,0.0,1.12,0,0.8526,0.7,0.4629,1,0,1,1.1455,1.0,0.0,0,1.1455,1.0,0.0,0,0,0.7827,0.4568,0.0779,22.58,4.08,2.86,3.2878,0.0,48.0,3.52,2.8902,0.0,36.0,3.52,1.16,1.2221,0.277,0.3536,2.04,1.32,0.56,0.9897,0.533,0.0,1.32,0.9897,0.533,0.0,1.32,0,0.5779,0.3127,0.2234,3.24,1.94,0.92,1.2508,0.0,4.0,1.94,1.2709,0.0,4.0,1.94,0.08,0.6893,10.3474,49
16843,2.6,1.6,0.5,18,4,2,5,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5835,0.0748,19.38,2.2,3.88,3.026,0.0,6.0,2.2,2.8877,0.0,4.0,2.2,1.02,1.5789,0.5253,0.2871,3.04,1.26,1.36,1.2019,0.0,4.0,1.26,1.2019,0.0,4.0,1.26,0,0.7185,1.0,0.0,1.96,0,1.96,1.1948,1.045,0.0,0,1.1948,1.045,0.0,0,0,0.8974,0.3899,0.0688,21.9,5.36,2.78,0.9437,0.0,80.0,4.04,1.9332,0.0,44.0,4.1,0.86,0.6436,0.2297,0.3114,2.28,1.58,0.56,0.9695,0.0,6.0,1.56,0.9695,0.0,6.0,1.56,0,0.4937,0.3297,0.198,4.26,1.96,0.9,1.2613,0.0,8.0,1.94,1.2624,0.0,8.0,1.94,0.04,0.6501,9.4495,50
16825,2.6,1.6,0.5,18,3,2,5,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5243,0.0779,17.52,2.66,3.52,2.6211,0.0,6.0,2.64,2.66,0.0,2.0,2.62,0.98,1.4673,0.469,0.3636,2.38,1.28,0.98,1.0966,0.0,2.0,1.28,1.0966,0.0,2.0,1.28,0,0.669,1.0,0.0,1.54,0,1.54,1.1421,1.045,0.0,0,1.1421,1.045,0.0,0,0,0.871,0.4069,0.1013,17.12,4.8,3.02,1.0027,0.0,56.0,3.82,1.5643,0.0,38.0,3.78,0.66,0.5242,0.2817,0.3723,1.54,1.02,0.5,0.9843,0.0,2.0,1.02,0.9843,0.0,2.0,1.02,0,0.5567,0.2805,0.2215,3.56,1.86,0.8,1.224,0.0,4.0,1.86,1.2561,0.0,4.0,1.86,0.1,0.6722,8.7034,41
17798,2.6,1.8,0.5,18,3,2,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5441,0.0828,18.1,2.7,3.76,2.4226,0.0,16.0,2.7,2.5102,0.0,12.0,2.7,0.9,1.2983,0.5523,0.323,2.48,0.94,1.24,1.1753,0.0,2.0,0.94,1.1753,0.0,2.0,0.94,0,0.7333,0.48,0.5047,0.58,0,0.58,1.0897,1.0,0.0,0,1.0897,1.0,0.0,0,0,0.6888,0.3879,0.076,16.76,4.94,2.64,0.7551,0.0,70.0,3.94,1.0262,0.0,60.0,3.96,0.48,0.0295,0.1933,0.3601,1.24,0.96,0.28,0.945,0.533,0.0,0.96,0.945,0.533,0.0,0.96,0,0.5305,0.3487,0.2173,3.74,1.9,0.98,1.241,0.0,6.0,1.82,1.253,0.0,6.0,1.82,0.04,0.6711,7.9994,40
4151,2.0,1.4,0.5,15,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5677,0.0629,23.14,3.08,4.84,2.0838,0.0,14.0,2.98,2.087,0.0,12.0,2.98,0.78,1.0938,0.6466,0.1939,5.16,1.24,2.6,1.3245,0.936,0.0,1.24,1.3245,0.936,0.0,1.24,0,0.8562,1.0,0.0,4.06,0,4.06,1.2682,1.073,0.0,0,1.2682,1.073,0.0,0,0,0.9341,0.5223,0.0702,25.88,4.26,4.5,1.1456,0.0,52.0,3.82,1.7793,0.0,34.0,3.82,0.78,0.7063,0.338,0.2909,2.94,1.8,0.88,0.9428,0.0,2.0,1.8,0.9428,0.0,2.0,1.8,0,0.5528,0.4177,0.1639,5.88,1.94,1.46,1.244,0.0,6.0,1.9,1.2526,0.0,6.0,1.9,0.04,0.6916,8.6544,64
16716,2.6,1.6,0.5,12,3,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5393,0.0889,16.52,2.76,3.58,2.1976,0.0,22.0,2.68,2.4292,0.0,12.0,2.7,0.86,1.2564,0.576,0.3156,2.78,1.04,1.46,1.2396,0.533,0.0,1.04,1.2396,0.533,0.0,1.04,0,0.7926,1.0,0.0,1.68,0,1.68,1.1591,1.045,0.0,0,1.1591,1.045,0.0,0,0,0.8796,0.3472,0.079,17,4.78,2.1,0.6556,0.0,72.0,4.06,1.0701,0.0,60.0,4.06,0.46,0.0392,0.3233,0.3875,1.4,0.8,0.54,1.0289,0.533,0.0,0.8,1.0289,0.533,0.0,0.8,0,0.6114,0.3154,0.2002,3.88,2,0.82,1.2402,0.0,4.0,2,1.25,0.0,4.0,2,0.04,0.6796,8.1769,40
9275,2.2,1.6,0.6,12,4,1,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5417,0.0729,18.98,3,3.5,2.0737,0.0,22.0,2.92,1.9801,0.0,22.0,2.92,0.7,0.9326,0.6361,0.1978,4.6,1.24,2.4,1.3346,0.884,0.0,1.24,1.3346,0.884,0.0,1.24,0,0.8581,1.0,0.0,2,0,2,1.195,1.045,0.0,0,1.195,1.045,0.0,0,0,0.8975,0.4921,0.0919,23.66,4.18,3.36,2.1118,0.0,46.0,3.48,1.9389,0.0,44.0,3.48,0.92,0.6771,0.355,0.3277,2.44,1.44,0.88,0.9797,0.533,0.0,1.44,0.9797,0.533,0.0,1.44,0,0.5964,0.3728,0.2015,3.74,2.04,1.12,1.2228,0.0,2.0,2,1.2469,0.0,2.0,2,0.08,0.7153,8.6752,52
15814,2.6,1.4,0.5,15,4,2,3,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.6381,0.0497,22.98,2.28,5.56,2.502,0.0,2.0,2.28,2.5032,0.0,2.0,2.28,0.9,1.423,0.5673,0.2536,3.22,1.12,1.5,1.2277,0.8,0.0,1.12,1.2277,0.8,0.0,1.12,0,0.784,1.0,0.0,3.1,0,3.1,1.2077,1.073,0.0,0,1.2077,1.073,0.0,0,0,0.9039,0.4502,0.0673,24.9,5.18,4,1.7949,0.0,76.0,3.84,2.7592,0.0,34.0,3.88,1.28,1.1747,0.304,0.327,2.06,1.32,0.6,0.9957,0.0,2.0,1.32,0.9957,0.0,2.0,1.32,0,0.569,0.2934,0.2033,3.76,1.94,0.9,1.2341,0.0,4.0,1.94,1.2447,0.0,4.0,1.94,0.06,0.6704,9.9382,57
7070,2.0,2.0,0.5,15,4,2,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5752,0.0725,20.12,2.3,3.86,2.252,0.0,6.0,2.28,2.2295,0.0,6.0,2.28,0.84,1.2273,0.716,0.1773,5.04,1.04,2.92,1.3645,0.93,0.0,1.04,1.3645,0.93,0.0,1.04,0,0.8971,0.975,0.1451,1.66,0.02,1.62,1.1963,1.0,0.0,0.02,1.1963,1.0,0.0,0.02,0,0.8906,0.4802,0.0874,23.58,4.28,3.76,1.3153,0.0,56.0,3.74,1.5263,0.0,42.0,3.72,0.56,0.4872,0.4707,0.3291,3.08,1.48,1.12,1.0129,0.0,6.0,1.48,1.0129,0.0,6.0,1.48,0,0.5877,0.4295,0.1616,5.54,1.88,1.56,1.2419,0.0,2.0,1.88,1.2419,0.0,2.0,1.88,0,0.7298,8.5714,57
16772,2.6,1.6,0.5,15,3,2,5,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.574,0.0797,18.14,2.68,3.82,2.6202,0.0,10.0,2.66,2.6202,0.0,4.0,2.64,0.92,1.4423,0.598,0.311,2.68,0.98,1.4,1.2624,0.533,0.0,0.98,1.2624,0.533,0.0,0.98,0,0.8106,1.0,0.0,1.68,0,1.68,1.1549,1.045,0.0,0,1.1549,1.045,0.0,0,0,0.8775,0.3772,0.083,17.46,4.96,2.82,0.7536,0.0,68.0,3.96,1.252,0.0,46.0,3.96,0.58,0.2792,0.224,0.3393,1.54,1.12,0.4,0.9587,0.0,2.0,1.12,0.9587,0.0,2.0,1.12,0,0.5265,0.2983,0.2202,3.7,1.88,0.86,1.2227,0.0,2.0,1.88,1.2414,0.0,2.0,1.88,0.06,0.6902,8.4896,42
